GEOID,X,Y
17031711400,-87.65212358,41.73365708
17031040600,-87.68401805,41.96683376
17031240200,-87.67018162,41.91244167
17031061100,-87.65680349,41.94913976
17031031700,-87.66319544,41.96544662
17031510300,-87.57497259,41.7157378
17031230500,-87.73394928,41.91172353
17031271200,-87.70356215,41.87735974
17031030702,-87.6548217,41.980689399999996
17031580100,-87.69074504,41.82805425
17031351500,-87.62774624,41.82727424
17031330200,-87.63053543,41.86134135
17031400500,-87.62317914,41.79104146
17031832000,-87.65429816,41.94629408
17031837400,-87.69380128,41.87597471
17031832600,-87.65405513,41.91474919
17031242300,-87.67960034,41.89950655
17031420400,-87.60355836,41.7831699
17031031900,-87.67018406,41.96337401
17031020702,-87.70538839,41.99528918
17031160601,-87.70214909,41.95953153
17031251100,-87.75201117,41.89862482
17031283200,-87.65919905,41.86957259
17031661100,-87.70268813,41.76078736
17031180100,-87.79867309999999,41.93447887
17031411200,-87.59401723,41.79055575
17031200100,-87.7376042,41.93504813
17031120400,-87.75216254,41.97723588
17031630800,-87.69857245,41.78996524
17031031400,-87.64052087,41.96257033
17031740100,-87.69860836,41.69728638
17031580300,-87.70893395,41.82518759
17031842500,-87.62321577,41.7769505
17031191301,-87.78026545,41.92015218
17031381700,-87.62744628,41.80555025
17031010701,-87.67862036,42.00914816
17031050300,-87.69151856,41.9576781
17031691100,-87.62987209999999,41.76171352
17031050200,-87.68371678,41.95774057
17031650500,-87.73205785,41.76225413
17031140602,-87.72101658,41.9646521
17031251700,-87.74447928,41.8913844
17031430200,-87.5813483,41.76973138
17031020500,-87.68419824,42.001312899999995
17031063303,-87.63466131,41.93473116
17031051400,-87.68099048,41.93574897
17031161000,-87.73068293,41.94997670000001
17031030703,-87.6578708,41.97887486
17031301100,-87.69796627,41.84702119
17031062900,-87.65641126,41.93623705
17031222500,-87.69959636,41.91570755
17031170500,-87.82889594,41.950078000000005
17031050800,-87.68092794,41.94500948
17031843500,-87.69675436,41.83821453
17031010400,-87.65716653,42.00544009
17031840700,-87.69426643,41.85293023
17031839800,-87.64316235,41.83506742
17031760801,-87.84484742,41.9834848
17031170100,-87.79481664,41.95585952
17031220702,-87.72423131,41.92936869
17031160900,-87.72260823,41.95008208
17031843800,-87.64047559,41.80165684
17031691400,-87.61016852,41.75484549
17031681000,-87.64955263,41.77603946
17031710200,-87.65142767,41.75511212
17031431400,-87.5472255,41.75968474
17031291600,-87.69221584,41.8576415
17031240900,-87.70188366,41.90474216
17031381400,-87.62142975,41.80762022
17031260300,-87.73313534,41.88427583
17031140100,-87.70579417,41.97108445
17031151002,-87.74715538,41.94249177
17031140500,-87.73183196,41.96536193
17031221000,-87.71525256,41.92096043
17031063200,-87.6346427,41.93916546
17031550100,-87.53532981,41.66503284
17031720200,-87.66605027,41.71302466
17031390500,-87.59919873,41.80597817
17031841000,-87.61738686,41.84844846
17031071500,-87.62676275,41.91491427
