w_geocode,h_geocode,S000,SA01,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,SA02,origin_lon,origin_lat,dest_lon,dest_lat
170070103002011,170070101001001,5,0,2,1,3,1,0,0,5,20190825,3.0,-87.66731065,42.01791583,-87.66880857,42.02260271
170070103002011,170070103002005,5,0,2,1,4,0,0,0,5,20190825,3.0,-87.66731065,42.01791583,-87.66863234,42.01893462
170070103002011,170070104001006,5,0,2,2,1,2,0,0,5,20190825,3.0,-87.66731065,42.01791583,-87.66053955,42.00508705
170310102013004,170311004003009,4,0,1,2,1,1,0,0,4,20190825,3.0,-87.67678506,42.0134982,-87.81940562,41.98544877
170310104003005,170310103003000,5,0,0,0,1,4,0,0,5,20190825,5.0,-87.65614579,41.99863595,-87.66307531,42.01424501
170310104003005,170310104001002,4,1,0,0,0,4,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.66071083,42.00615729
170310104003005,170310104003003,5,1,4,1,0,4,0,0,5,20190825,0.0,-87.65614579,41.99863595,-87.65751309999999,42.00182602
170310104003005,170310104003014,5,1,3,1,1,3,0,0,5,20190825,1.0,-87.65614579,41.99863595,-87.66014593,41.99923522
170310104003005,170310105031006,4,1,1,1,1,2,0,0,4,20190825,2.0,-87.65614579,41.99863595,-87.66122318,41.99841306
170310104003005,170310105032007,6,1,1,1,1,4,0,0,6,20190825,4.0,-87.65614579,41.99863595,-87.66242209,42.00112662
170310104003005,170310301014001,5,1,3,0,2,3,0,0,5,20190825,1.0,-87.65614579,41.99863595,-87.65496849,41.99218135
170310104003005,170310301021002,5,0,1,0,2,3,0,0,5,20190825,4.0,-87.65614579,41.99863595,-87.6550225,41.99302645
170310104003005,170310301022000,5,0,3,0,0,5,0,0,5,20190825,2.0,-87.65614579,41.99863595,-87.65798982,41.99413003
170310104003005,170310301031000,6,0,1,0,0,6,0,0,6,20190825,5.0,-87.65614579,41.99863595,-87.65873184,41.9954815
170310104003005,170310301041001,4,0,2,0,2,2,0,0,4,20190825,2.0,-87.65614579,41.99863595,-87.65514926,41.99726628
170310104003005,170310301042000,4,0,0,0,0,4,0,0,4,20190825,4.0,-87.65614579,41.99863595,-87.65734294,41.99592431
170310104003005,170310302001003,4,0,1,1,0,3,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.66269267,41.99726241
170310104003005,170310306011000,7,1,2,1,1,5,0,0,7,20190825,4.0,-87.65614579,41.99863595,-87.65642166,41.98871361
170310104003005,170310306011001,4,2,2,0,0,4,0,0,4,20190825,0.0,-87.65614579,41.99863595,-87.65712151,41.98869968
170310104003005,170310306013003,10,2,4,2,2,6,0,0,10,20190825,4.0,-87.65614579,41.99863595,-87.65497192,41.987640999999996
170310104003005,170310306041002,4,0,1,1,0,3,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.65558649,41.9846316
170310104003005,170310307021000,4,1,0,0,0,4,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.65476167,41.98028402
170310104003005,170310311001003,4,2,1,1,0,3,0,0,4,20190825,1.0,-87.65614579,41.99863595,-87.66227518,41.97498653
170310104003005,170310311002002,5,0,1,2,1,2,0,0,5,20190825,4.0,-87.65614579,41.99863595,-87.66155045,41.97082651
170310104003005,170310314006005,4,0,2,2,1,1,0,0,4,20190825,2.0,-87.65614579,41.99863595,-87.64840433,41.96148292
170310104003005,170310608003001,4,1,1,0,0,4,0,0,4,20190825,2.0,-87.65614579,41.99863595,-87.64726459,41.95374057
170310104003005,170310609004002,5,1,3,1,0,4,0,0,5,20190825,1.0,-87.65614579,41.99863595,-87.64359549,41.94804473
170310104003005,170310609004005,5,0,3,1,2,2,0,0,5,20190825,2.0,-87.65614579,41.99863595,-87.64367903,41.94689357
170310104003005,170310701032002,5,0,2,1,1,3,0,0,5,20190825,3.0,-87.65614579,41.99863595,-87.64316685,41.92702926
170310104003005,170310801003000,4,1,0,1,0,3,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.62634123,41.90732237
170310104003005,170310812021010,6,0,5,1,3,2,0,0,6,20190825,1.0,-87.65614579,41.99863595,-87.62183817,41.90046036
170310104003005,170310818001016,4,0,1,2,1,1,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.63918946,41.89332428
170310104003005,170312801001038,4,0,0,0,2,2,0,0,4,20190825,4.0,-87.65614579,41.99863595,-87.64687764,41.88249891
170310104003005,170313201001015,4,1,3,2,0,2,0,0,4,20190825,0.0,-87.65614579,41.99863595,-87.62578757,41.8838583
170310104003005,170313201003008,4,0,2,0,4,0,0,0,4,20190825,2.0,-87.65614579,41.99863595,-87.61950825,41.88645105
170310104003005,170313201004018,4,0,3,1,1,2,0,0,4,20190825,1.0,-87.65614579,41.99863595,-87.61616763,41.88514554
170310104003005,170318306002011,4,1,0,0,0,4,0,0,4,20190825,3.0,-87.65614579,41.99863595,-87.67146872,42.00331548
170310201002005,170310205001000,6,0,1,5,1,0,0,0,6,20190825,5.0,-87.68987920000001,42.01828566,-87.67826313,41.99906319
170310201002005,170310205001001,4,1,0,2,2,0,0,0,4,20190825,3.0,-87.68987920000001,42.01828566,-87.67967551,41.99904937
170310201002005,170310205003004,5,0,0,3,2,0,0,0,5,20190825,5.0,-87.68987920000001,42.01828566,-87.68119847,42.00289373
170310201002005,170310208024004,4,0,1,2,2,0,0,0,4,20190825,3.0,-87.68987920000001,42.01828566,-87.69137358,41.99657124
170310201002005,170310301041001,4,0,1,2,2,0,0,0,4,20190825,3.0,-87.68987920000001,42.01828566,-87.65514926,41.99726628
170310201002005,170317608033000,4,0,0,3,1,0,0,0,4,20190825,4.0,-87.68987920000001,42.01828566,-87.84026769,41.97639922
170310206021011,170310306041002,7,1,0,0,0,7,0,0,7,20190825,6.0,-87.69030473,42.00227046,-87.65558649,41.9846316
170310206021011,170310306042001,7,0,0,0,0,7,0,0,7,20190825,7.0,-87.69030473,42.00227046,-87.65289835,41.98568461
170310206021011,170310307021000,5,3,0,0,0,5,0,0,5,20190825,2.0,-87.69030473,42.00227046,-87.65476167,41.98028402
170310206021011,170310307022000,4,3,0,0,0,4,0,0,4,20190825,1.0,-87.69030473,42.00227046,-87.65491446,41.98148518
170310209011012,170310209011000,4,0,0,3,1,0,0,0,4,20190825,4.0,-87.689541,41.99660221,-87.68370501,41.99601169
170310209021004,170310209021002,4,0,1,2,2,0,0,0,4,20190825,3.0,-87.67993413,41.99722165,-87.67594892,41.99699001
170310209021004,170310209021008,4,0,1,4,0,0,0,0,4,20190825,3.0,-87.67993413,41.99722165,-87.67701002,41.9949042
170310209021004,170310209021013,5,3,1,3,2,0,0,0,5,20190825,1.0,-87.67993413,41.99722165,-87.67634189,41.99383937
170310209021004,170310209021022,7,1,2,2,5,0,0,0,7,20190825,4.0,-87.67993413,41.99722165,-87.67587809,41.99134636
170310209021004,170310209022002,8,2,2,6,2,0,0,0,8,20190825,4.0,-87.67993413,41.99722165,-87.68113538,41.99382878
170310209021004,170310209022005,6,1,3,6,0,0,0,0,6,20190825,2.0,-87.67993413,41.99722165,-87.67920208,41.99343117
170310209021004,170310209022008,5,1,2,5,0,0,0,0,5,20190825,2.0,-87.67993413,41.99722165,-87.67951555,41.99249339
170310209021004,170310209022009,7,3,0,7,0,0,0,0,7,20190825,4.0,-87.67993413,41.99722165,-87.6788153,41.99250444
170310307011000,170310307011000,6,0,3,6,0,0,0,0,6,20190825,3.0,-87.65623955,41.98277338,-87.65623955,41.98277338
170310307011000,170310307011001,4,0,2,4,0,0,0,0,4,20190825,2.0,-87.65623955,41.98277338,-87.6569416,41.98276429
170310307011001,170310306041002,6,2,1,2,3,1,0,5,1,20190825,3.0,-87.6569416,41.98276429,-87.65558649,41.9846316
170310307021000,170310307022000,4,0,2,0,2,2,0,0,4,20190825,2.0,-87.65476167,41.98028402,-87.65491446,41.98148518
170310310002005,170310313001007,4,0,4,0,2,2,0,0,4,20190825,0.0,-87.67026896,41.97268776,-87.65170977,41.97391111
170310314004010,170310307062002,4,2,0,0,1,3,0,0,4,20190825,2.0,-87.64944192,41.96635831,-87.65619009999999,41.98094744
170310314004010,170310314001001,8,0,4,0,4,4,0,0,8,20190825,4.0,-87.64944192,41.96635831,-87.64831341,41.96015139
170310314004010,170310314003003,4,0,1,0,2,2,0,0,4,20190825,3.0,-87.64944192,41.96635831,-87.64811387,41.95818895
170310314004010,170310314006005,5,0,2,1,2,2,0,0,5,20190825,3.0,-87.64944192,41.96635831,-87.64840433,41.96148292
170310314004010,170310315012002,6,1,3,0,3,3,0,0,6,20190825,2.0,-87.64944192,41.96635831,-87.65211181,41.96848708
170310314004010,170310315023000,7,4,2,4,2,1,0,0,7,20190825,1.0,-87.64944192,41.96635831,-87.65119719,41.96499079
170310314004010,170310315023001,4,1,2,2,1,1,0,0,4,20190825,1.0,-87.64944192,41.96635831,-87.65358661,41.96495593
170310315011004,170310315011003,4,0,3,4,0,0,0,0,4,20190825,1.0,-87.65427632,41.96615514,-87.65327801,41.96616948
170310315011004,170310315012002,8,0,3,8,0,0,0,0,8,20190825,5.0,-87.65427632,41.96615514,-87.65211181,41.96848708
170310315011004,170310315013002,5,0,2,4,1,0,0,0,5,20190825,3.0,-87.65427632,41.96615514,-87.65228797,41.96678466
170310315011004,170310315013003,5,0,4,5,0,0,0,0,5,20190825,1.0,-87.65427632,41.96615514,-87.65305137,41.965739899999996
170310315023001,170310315021007,4,0,2,3,0,1,0,0,4,20190825,2.0,-87.65358661,41.96495593,-87.65355445,41.96247314
170310315023001,170310315022005,5,1,3,4,0,1,0,0,5,20190825,1.0,-87.65358661,41.96495593,-87.65148015,41.96387265
170310315023001,170310315023000,6,1,4,6,0,0,0,1,5,20190825,1.0,-87.65358661,41.96495593,-87.65119719,41.96499079
170310315023001,170310315023001,6,0,2,4,1,1,0,0,6,20190825,4.0,-87.65358661,41.96495593,-87.65358661,41.96495593
170310402012005,170310209011013,4,0,1,0,1,3,0,0,4,20190825,3.0,-87.69564597,41.97531897,-87.68555152,41.99621172
170310402012005,170310306013002,4,0,2,0,3,1,0,0,4,20190825,2.0,-87.69564597,41.97531897,-87.65570781,41.98872429
170310402012005,170310313001007,4,0,1,0,1,3,0,0,4,20190825,3.0,-87.69564597,41.97531897,-87.65170977,41.97391111
170310402012005,170310402011015,4,0,0,0,1,3,0,0,4,20190825,4.0,-87.69564597,41.97531897,-87.68939145,41.97182207
170310402012005,170310402021003,4,1,1,0,1,3,0,0,4,20190825,2.0,-87.69564597,41.97531897,-87.69544919,41.98279265
170310402012005,170310403002007,4,0,0,0,0,4,0,0,4,20190825,4.0,-87.69564597,41.97531897,-87.70374807,41.97658489
170310402012005,170310404014000,4,1,0,0,2,2,0,0,4,20190825,3.0,-87.69564597,41.97531897,-87.68265737,41.97143466
170310402012005,170311302001019,5,1,1,1,3,1,0,0,5,20190825,3.0,-87.69564597,41.97531897,-87.73339529,41.97930147
170310402012005,170311303001006,4,0,1,0,1,3,0,0,4,20190825,3.0,-87.69564597,41.97531897,-87.71104613,41.98440513
170310402012005,170312506004007,4,3,0,3,1,0,0,0,4,20190825,1.0,-87.69564597,41.97531897,-87.77157208,41.90658408
170310506001002,170310321004000,4,0,1,0,0,4,0,0,4,20190825,3.0,-87.67526517,41.95396046,-87.65128244,41.95785788
170310506001002,170310507001013,4,2,0,0,0,4,0,0,4,20190825,2.0,-87.67526517,41.95396046,-87.6737646,41.94417932
170310506001002,170310633022000,4,4,0,0,2,2,0,0,4,20190825,0.0,-87.67526517,41.95396046,-87.64044719,41.93489356
170310506001002,170310701023000,4,2,0,0,2,2,0,0,4,20190825,2.0,-87.67526517,41.95396046,-87.64252304,41.93134601
170310602002005,170310608001000,4,2,0,1,2,1,0,0,4,20190825,2.0,-87.67346963,41.95697667,-87.64861955,41.95355732
170310608001001,170310608001000,5,0,3,1,1,3,0,0,5,20190825,2.0,-87.64929197,41.95403537,-87.64861955,41.95355732
170310608003003,170310608001000,4,0,1,2,0,2,1,0,3,20190825,3.0,-87.64579563,41.95338856,-87.64861955,41.95355732
170310609001000,170310609004001,4,1,1,1,2,1,0,0,4,20190825,2.0,-87.64811932,41.95043565,-87.64420095,41.94904021
170310626001013,170310306013002,4,0,1,0,4,0,0,0,4,20190825,3.0,-87.66976059,41.93648843,-87.65570781,41.98872429
170310630001010,170310321003005,4,1,0,0,1,3,0,0,4,20190825,3.0,-87.6518738,41.9367653,-87.65503776,41.95618976
170310630001010,170310609004000,4,0,2,1,0,3,0,0,4,20190825,2.0,-87.6518738,41.9367653,-87.64532402,41.94924097
170310630001010,170310609004002,4,1,0,0,1,3,0,0,4,20190825,3.0,-87.6518738,41.9367653,-87.64359549,41.94804473
170310630001010,170310609004005,5,1,2,1,1,3,0,0,5,20190825,2.0,-87.6518738,41.9367653,-87.64367903,41.94689357
170310630001010,170310619014002,4,0,3,0,3,1,0,0,4,20190825,1.0,-87.6518738,41.9367653,-87.64310319,41.94061118
170310630001010,170310630001001,4,0,1,0,0,4,0,0,4,20190825,3.0,-87.6518738,41.9367653,-87.65070447,41.93941131
170310630001010,170310630001004,7,4,1,0,0,7,0,0,7,20190825,2.0,-87.6518738,41.9367653,-87.65240697,41.93875979
170310630001010,170310630001006,16,5,3,0,1,15,0,0,16,20190825,8.0,-87.6518738,41.9367653,-87.65158978,41.93767953
170310630001010,170310630001007,6,2,0,1,0,5,0,0,6,20190825,4.0,-87.6518738,41.9367653,-87.65227658,41.93833473
170310630001010,170310630002002,5,5,0,0,1,4,0,0,5,20190825,0.0,-87.6518738,41.9367653,-87.65241002,41.93470872
170310630001010,170310630002005,7,2,0,0,2,5,0,0,7,20190825,5.0,-87.6518738,41.9367653,-87.65179468,41.9340336
170310630001010,170310630002009,6,5,0,0,0,6,0,0,6,20190825,1.0,-87.6518738,41.9367653,-87.65056441,41.9333722
170310630001010,170310630003007,5,1,0,0,0,5,0,0,5,20190825,4.0,-87.6518738,41.9367653,-87.65241768,41.93516585
170310630001010,170310634001002,8,4,0,0,1,7,0,0,8,20190825,4.0,-87.6518738,41.9367653,-87.64724107,41.93424751
170310630001010,170310715003011,4,0,2,0,0,4,0,0,4,20190825,2.0,-87.6518738,41.9367653,-87.63620882,41.91744109
170310630001010,170310804001010,4,1,1,0,3,1,0,0,4,20190825,2.0,-87.6518738,41.9367653,-87.63906850000001,41.90690926
170310705002011,170312604001032,4,1,0,0,3,1,0,4,0,20190825,3.0,-87.65949499,41.92553853,-87.73677649,41.88290254
170310712001002,170310706001007,5,0,2,0,0,5,0,0,5,20190825,3.0,-87.64682714,41.92475484,-87.66469644,41.93038568
170310712001002,170310714002005,4,0,2,0,0,4,0,0,4,20190825,2.0,-87.64682714,41.92475484,-87.63687169,41.92111609
170310712001002,170310813001001,4,0,2,0,0,4,0,0,4,20190825,2.0,-87.64682714,41.92475484,-87.62100719,41.89818437
170310712001002,170310814022001,4,0,4,0,0,4,0,0,4,20190825,0.0,-87.64682714,41.92475484,-87.61612275,41.89305283
170310712001002,170313201004007,4,0,2,0,0,4,0,0,4,20190825,2.0,-87.64682714,41.92475484,-87.61568649,41.88671992
170310715001008,170310715002000,5,4,0,0,4,1,0,0,5,20190825,1.0,-87.63567233,41.91158099,-87.63408011,41.91378596
170310715001008,170310715003011,6,2,1,1,2,3,0,0,6,20190825,3.0,-87.63567233,41.91158099,-87.63620882,41.91744109
170310802012003,170310802011002,5,0,1,0,1,4,0,0,5,20190825,4.0,-87.63127828,41.91031868,-87.63222856,41.9089
170310802012003,170310802012003,5,1,1,0,2,3,0,1,4,20190825,3.0,-87.63127828,41.91031868,-87.63127828,41.91031868
170310802021001,170310634001002,4,1,0,1,2,1,0,0,4,20190825,3.0,-87.63217534,41.90482858,-87.64724107,41.93424751
170310803004000,170310803002002,4,2,0,1,3,0,0,0,4,20190825,2.0,-87.63393491,41.90934902,-87.63590071,41.90472175
170310810005003,170310810002005,6,3,0,3,0,3,0,0,6,20190825,3.0,-87.63356343,41.89858018,-87.63166528,41.89861333
170310810005003,170310810002007,4,3,0,3,0,1,0,0,4,20190825,1.0,-87.63356343,41.89858018,-87.63055641,41.89836072
170310810005003,170310810004002,10,8,0,8,0,2,0,0,10,20190825,2.0,-87.63356343,41.89858018,-87.63341787,41.90262874
170310810005003,170310810005003,7,7,0,4,1,2,0,0,7,20190825,0.0,-87.63356343,41.89858018,-87.63356343,41.89858018
170310810005003,170310810005005,4,3,0,1,2,1,0,0,4,20190825,1.0,-87.63356343,41.89858018,-87.63233055,41.89728825
170310810005003,170310810006004,11,9,1,10,0,1,0,0,11,20190825,1.0,-87.63356343,41.89858018,-87.63031,41.90250343
170310811001000,170310814022001,4,0,1,0,1,3,0,0,4,20190825,3.0,-87.62875383,41.90123396,-87.61612275,41.89305283
170310811003002,170310314001001,6,4,0,3,1,2,0,0,6,20190825,2.0,-87.62920893,41.90250105,-87.64831341,41.96015139
170310811003002,170310631001001,4,4,0,4,0,0,0,0,4,20190825,0.0,-87.62920893,41.90250105,-87.64596373,41.93723375
170310811003002,170310715003011,4,2,0,3,0,1,0,0,4,20190825,2.0,-87.62920893,41.90250105,-87.63620882,41.91744109
170310811003002,170310815001004,4,1,0,3,0,1,0,0,4,20190825,3.0,-87.62920893,41.90250105,-87.62744637,41.89368268
170310812011000,170310301021002,4,1,1,1,0,3,0,0,4,20190825,2.0,-87.62545354,41.90028024,-87.6550225,41.99302645
170310812011000,170310313001007,5,2,0,1,0,4,0,0,5,20190825,3.0,-87.62545354,41.90028024,-87.65170977,41.97391111
170310812011000,170310608003000,5,4,0,1,1,3,1,1,3,20190825,1.0,-87.62545354,41.90028024,-87.64589657,41.95423583
170310812011000,170310801003000,4,1,1,0,1,3,1,1,2,20190825,2.0,-87.62545354,41.90028024,-87.62634123,41.90732237
170310812011000,170310812012004,7,0,1,2,1,4,0,0,7,20190825,6.0,-87.62545354,41.90028024,-87.62755870000001,41.89793007
170310812011000,170310812024000,4,1,0,0,0,4,0,1,3,20190825,3.0,-87.62545354,41.90028024,-87.62654474,41.90281676
170310812011004,170310201002001,4,1,0,2,1,1,0,1,3,20190825,3.0,-87.62508486,41.89960438,-87.68581906,42.01698809
170310812011004,170310315021007,4,1,1,0,1,3,0,1,3,20190825,2.0,-87.62508486,41.89960438,-87.65355445,41.96247314
170310812011004,170310608001000,6,2,1,0,1,5,0,4,2,20190825,3.0,-87.62508486,41.89960438,-87.64861955,41.95355732
170310812011004,170310609004000,4,2,0,0,0,4,0,0,4,20190825,2.0,-87.62508486,41.89960438,-87.64532402,41.94924097
170310812011004,170310610001000,4,2,0,1,1,2,0,1,3,20190825,2.0,-87.62508486,41.89960438,-87.6508083,41.95063706
170310812011004,170310619014002,6,3,0,0,0,6,0,0,6,20190825,3.0,-87.62508486,41.89960438,-87.64310319,41.94061118
170310812011004,170310619023012,5,1,1,1,3,1,0,3,2,20190825,3.0,-87.62508486,41.89960438,-87.64110995,41.94378052
170310812011004,170310701013012,4,0,1,1,0,3,0,1,3,20190825,3.0,-87.62508486,41.89960438,-87.64106701,41.93169795
170310812011004,170310715001007,4,1,0,1,0,3,0,0,4,20190825,3.0,-87.62508486,41.89960438,-87.63574704,41.91240958
170310812011004,170310803002000,4,2,1,0,0,4,0,1,3,20190825,1.0,-87.62508486,41.89960438,-87.63377084,41.90480408
170310812011004,170310803004000,4,1,0,1,0,3,0,1,3,20190825,3.0,-87.62508486,41.89960438,-87.63393491,41.90934902
170310812011004,170310810004002,5,3,0,1,0,4,0,1,4,20190825,2.0,-87.62508486,41.89960438,-87.63341787,41.90262874
170310812011004,170310810005003,5,5,0,1,1,3,0,1,4,20190825,0.0,-87.62508486,41.89960438,-87.63356343,41.89858018
170310812011004,170310811003002,9,4,0,0,2,7,0,2,7,20190825,5.0,-87.62508486,41.89960438,-87.62920893,41.90250105
170310812011004,170310812012003,10,1,2,1,0,9,0,2,8,20190825,7.0,-87.62508486,41.89960438,-87.62758565,41.89874069
170310812011004,170310812012004,8,4,0,0,0,8,0,2,6,20190825,4.0,-87.62508486,41.89960438,-87.62755870000001,41.89793007
170310812011004,170310812022000,6,0,0,0,0,6,0,2,4,20190825,6.0,-87.62508486,41.89960438,-87.62567396,41.90188143
170310812011004,170310814031027,4,1,2,1,0,3,0,1,3,20190825,1.0,-87.62508486,41.89960438,-87.61908955,41.88914532
170310812011004,170310815001003,4,1,1,0,0,4,0,2,2,20190825,2.0,-87.62508486,41.89960438,-87.62747013,41.89448409
170310812012004,170310701021001,4,2,0,2,2,0,0,3,1,20190825,2.0,-87.62755870000001,41.89793007,-87.64194744,41.9295513
170310812012006,170318435001023,4,1,0,0,4,0,0,4,0,20190825,3.0,-87.625139,41.89797827,-87.69756609,41.84098347
170310812013000,170310814033000,4,1,1,1,1,2,0,1,3,20190825,2.0,-87.62589746,41.90110921,-87.61859107,41.89222827
170310812021010,170310812021010,4,0,1,0,0,4,0,0,4,20190825,3.0,-87.62183817,41.90046036,-87.62183817,41.90046036
170310813003001,170310106001009,4,0,2,0,1,3,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.66887334,42.00571073
170310813003001,170310301032005,4,1,0,0,2,2,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.65501683,41.99437183
170310813003001,170310306011000,4,1,0,0,2,2,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.65642166,41.98871361
170310813003001,170310306013002,5,2,0,0,2,3,0,0,5,20190825,3.0,-87.62298926,41.89881402,-87.65570781,41.98872429
170310813003001,170310306032000,4,1,2,1,1,2,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.65705104,41.98641137
170310813003001,170310306032001,4,2,2,0,1,3,0,0,4,20190825,0.0,-87.62298926,41.89881402,-87.65775103,41.986401
170310813003001,170310306032002,7,4,0,1,2,4,0,0,7,20190825,3.0,-87.62298926,41.89881402,-87.65845128,41.98638821
170310813003001,170310306041002,6,4,0,1,5,0,0,0,6,20190825,2.0,-87.62298926,41.89881402,-87.65558649,41.9846316
170310813003001,170310306042001,4,0,0,1,2,1,0,0,4,20190825,4.0,-87.62298926,41.89881402,-87.65289835,41.98568461
170310813003001,170310312001003,4,2,1,1,0,3,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.65730269,41.97029985
170310813003001,170310312003007,4,1,1,0,2,2,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.65811081,41.97424919
170310813003001,170310313002000,7,1,0,0,3,4,1,0,6,20190825,6.0,-87.62298926,41.89881402,-87.65158198,41.97291818
170310813003001,170310314002000,4,0,0,1,1,2,0,0,4,20190825,4.0,-87.62298926,41.89881402,-87.64728476,41.9576812
170310813003001,170310315023000,4,3,0,3,1,0,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.65119719,41.96499079
170310813003001,170310321004000,8,3,0,1,2,5,0,0,8,20190825,5.0,-87.62298926,41.89881402,-87.65128244,41.95785788
170310813003001,170310608001000,5,0,1,0,1,4,0,0,5,20190825,4.0,-87.62298926,41.89881402,-87.64861955,41.95355732
170310813003001,170310608003000,4,2,0,0,3,1,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.64589657,41.95423583
170310813003001,170310608003001,5,3,0,1,2,2,0,0,5,20190825,2.0,-87.62298926,41.89881402,-87.64726459,41.95374057
170310813003001,170310608003004,4,1,0,0,1,3,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.64661140000001,41.9524391
170310813003001,170310609001005,5,4,0,0,0,5,0,0,5,20190825,1.0,-87.62298926,41.89881402,-87.6466995,41.94811716
170310813003001,170310609003000,4,2,1,0,0,4,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.64626638,41.95143516
170310813003001,170310609004001,8,4,1,0,2,6,0,0,8,20190825,3.0,-87.62298926,41.89881402,-87.64420095,41.94904021
170310813003001,170310609004002,6,3,0,0,3,3,0,1,5,20190825,3.0,-87.62298926,41.89881402,-87.64359549,41.94804473
170310813003001,170310609005000,8,1,0,1,3,4,0,0,8,20190825,7.0,-87.62298926,41.89881402,-87.64725157,41.94902432
170310813003001,170310619021001,5,3,2,1,1,3,0,0,5,20190825,0.0,-87.62298926,41.89881402,-87.64017304,41.94041816
170310813003001,170310619023008,4,2,1,0,1,3,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.642248,41.94509707
170310813003001,170310631001000,5,2,0,0,0,5,0,0,5,20190825,3.0,-87.62298926,41.89881402,-87.64647307,41.93828846
170310813003001,170310632006000,7,1,0,0,0,7,0,0,7,20190825,6.0,-87.62298926,41.89881402,-87.64225017,41.93820505
170310813003001,170310633011001,4,1,0,0,2,2,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.64207973,41.9338268
170310813003001,170310633023000,4,2,0,0,1,3,1,0,3,20190825,2.0,-87.62298926,41.89881402,-87.63979055,41.93388042
170310813003001,170310633024000,4,3,0,0,1,3,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.64062871,41.93607582
170310813003001,170310634002003,4,3,0,0,0,4,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.64554992,41.93520452
170310813003001,170310701012000,6,3,1,0,0,6,0,0,6,20190825,2.0,-87.62298926,41.89881402,-87.64044122,41.92798402
170310813003001,170310701012003,4,2,1,0,0,4,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.63963953,41.92623172
170310813003001,170310701021001,6,2,0,0,0,6,0,0,6,20190825,4.0,-87.62298926,41.89881402,-87.64194744,41.9295513
170310813003001,170310701021003,4,1,1,0,0,4,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.64065795,41.92872674
170310813003001,170310701023000,9,2,1,0,0,9,0,2,7,20190825,6.0,-87.62298926,41.89881402,-87.64252304,41.93134601
170310813003001,170310701031000,8,4,1,0,1,7,0,0,8,20190825,3.0,-87.62298926,41.89881402,-87.64210299,41.92602613
170310813003001,170310701032001,4,4,0,0,2,2,0,0,4,20190825,0.0,-87.62298926,41.89881402,-87.64341336,41.92773885
170310813003001,170310713002000,4,1,0,1,1,2,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.64266333,41.92463591
170310813003001,170310715001007,4,1,0,0,1,3,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.63574704,41.91240958
170310813003001,170310715002000,7,4,0,0,0,7,1,1,5,20190825,3.0,-87.62298926,41.89881402,-87.63408011,41.91378596
170310813003001,170310715003011,8,5,1,0,1,7,0,0,8,20190825,2.0,-87.62298926,41.89881402,-87.63620882,41.91744109
170310813003001,170310802011002,5,0,1,0,0,5,0,0,5,20190825,4.0,-87.62298926,41.89881402,-87.63222856,41.9089
170310813003001,170310802011006,6,2,4,0,1,5,0,1,5,20190825,0.0,-87.62298926,41.89881402,-87.63049703,41.90865728
170310813003001,170310810005003,5,2,1,0,1,4,0,0,5,20190825,2.0,-87.62298926,41.89881402,-87.63356343,41.89858018
170310813003001,170310810006004,4,4,0,2,0,2,0,1,3,20190825,0.0,-87.62298926,41.89881402,-87.63031,41.90250343
170310813003001,170310811002000,7,4,0,0,1,6,0,0,7,20190825,3.0,-87.62298926,41.89881402,-87.62901174,41.89823525
170310813003001,170310811002002,4,1,0,1,0,3,0,0,4,20190825,3.0,-87.62298926,41.89881402,-87.62899911,41.89708892
170310813003001,170310811003003,4,2,1,0,2,2,0,0,4,20190825,1.0,-87.62298926,41.89881402,-87.62904356,41.90336106
170310813003001,170310812011004,4,1,1,0,0,4,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.62508486,41.89960438
170310813003001,170310812012003,5,0,0,0,0,5,0,1,4,20190825,5.0,-87.62298926,41.89881402,-87.62758565,41.89874069
170310813003001,170310812013000,8,4,0,0,2,6,0,0,8,20190825,4.0,-87.62298926,41.89881402,-87.62589746,41.90110921
170310813003001,170310812023000,4,0,2,0,1,3,0,0,4,20190825,2.0,-87.62298926,41.89881402,-87.6263072,41.90347965
