GEOID,X,Y
170070103002011,-87.66731065,42.01791583
170070103002011,-87.66731065,42.01791583
170070103002011,-87.66731065,42.01791583
170310102013004,-87.67678506,42.0134982
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310104003005,-87.65614579,41.99863595
170310201002005,-87.68987920000002,42.01828566
170310201002005,-87.68987920000002,42.01828566
170310201002005,-87.68987920000002,42.01828566
170310201002005,-87.68987920000002,42.01828566
170310201002005,-87.68987920000002,42.01828566
170310201002005,-87.68987920000002,42.01828566
170310206021011,-87.69030473,42.00227046
170310206021011,-87.69030473,42.00227046
170310206021011,-87.69030473,42.00227046
170310206021011,-87.69030473,42.00227046
170310209011012,-87.689541,41.99660221
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310209021004,-87.67993413,41.99722165
170310307011000,-87.65623955,41.98277338
170310307011000,-87.65623955,41.98277338
170310307011001,-87.6569416,41.98276429
170310307021000,-87.65476167,41.98028402
170310310002005,-87.67026896,41.97268776
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310314004010,-87.64944192,41.96635831
170310315011004,-87.65427632,41.96615514
170310315011004,-87.65427632,41.96615514
170310315011004,-87.65427632,41.96615514
170310315011004,-87.65427632,41.96615514
170310315023001,-87.65358661,41.96495593
170310315023001,-87.65358661,41.96495593
170310315023001,-87.65358661,41.96495593
170310315023001,-87.65358661,41.96495593
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310402012005,-87.69564597,41.97531897
170310506001002,-87.67526517,41.95396046
170310506001002,-87.67526517,41.95396046
170310506001002,-87.67526517,41.95396046
170310506001002,-87.67526517,41.95396046
170310602002005,-87.67346963,41.95697667
170310608001001,-87.64929197,41.95403537
170310608003003,-87.64579563,41.95338856
170310609001000,-87.64811932,41.95043565
170310626001013,-87.66976059,41.93648843
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310630001010,-87.6518738,41.9367653
170310705002011,-87.65949499,41.92553853
170310712001002,-87.64682714,41.92475484
170310712001002,-87.64682714,41.92475484
170310712001002,-87.64682714,41.92475484
170310712001002,-87.64682714,41.92475484
170310712001002,-87.64682714,41.92475484
170310715001008,-87.63567233,41.91158099
170310715001008,-87.63567233,41.91158099
170310802012003,-87.63127828,41.91031868
170310802012003,-87.63127828,41.91031868
170310802021001,-87.63217534,41.90482858
170310803004000,-87.63393491,41.90934902
170310810005003,-87.63356343,41.89858018
170310810005003,-87.63356343,41.89858018
170310810005003,-87.63356343,41.89858018
170310810005003,-87.63356343,41.89858018
170310810005003,-87.63356343,41.89858018
170310810005003,-87.63356343,41.89858018
170310811001000,-87.62875383,41.90123396
170310811003002,-87.62920893,41.90250105
170310811003002,-87.62920893,41.90250105
170310811003002,-87.62920893,41.90250105
170310811003002,-87.62920893,41.90250105
170310812011000,-87.62545354,41.90028024
170310812011000,-87.62545354,41.90028024
170310812011000,-87.62545354,41.90028024
170310812011000,-87.62545354,41.90028024
170310812011000,-87.62545354,41.90028024
170310812011000,-87.62545354,41.90028024
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812011004,-87.62508486,41.89960438
170310812012004,-87.62755870000002,41.89793007
170310812012006,-87.625139,41.89797827
170310812013000,-87.62589746,41.90110921
170310812021010,-87.62183817,41.90046036
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
170310813003001,-87.62298926,41.89881402
